fips	june2011	dec2012
01001	0.8333	0.8091
01003	0.9488	0.9465
01005	0.7846	0.7649
01007	0.5929	0.4374
01009	0.9394	0.9202
01011	0.9497	0.9647
01013	0.8481	0.8649
01015	0.9436	0.9312
01017	0.8563	0.8738
01019	0.8148	0.7170
01021	0.7935	0.7535
01023	0.7470	0.6861
01025	0.5400	0.4892
01027	0.7189	0.7396
01029	0.7212	0.6763
01031	0.8525	0.8608
01033	0.8205	0.8413
01035	0.3183	0.2553
01037	0.7377	0.8029
01039	0.8076	0.7835
01041	0.5795	0.6540
01043	0.9182	0.9013
01045	0.8720	0.9368
01047	0.8853	0.8755
01049	0.9670	0.9621
01051	0.9128	0.8739
01053	0.7207	0.7203
01055	0.9584	0.9598
01057	0.6303	0.5847
01059	0.7175	0.7476
01061	0.6800	0.6874
01063	0.4743	0.4509
01065	0.6855	0.6579
01067	0.6959	0.6972
01069	0.9278	0.9300
01071	0.8910	0.9110
01073	0.9914	0.9910
01075	0.5614	0.6009
01077	0.8040	0.7671
01079	0.7089	0.6670
01081	0.9706	0.9710
01083	0.9413	0.9455
01085	0.6812	0.6195
01087	0.7910	0.7702
01089	0.9697	0.9649
01091	0.8336	0.8229
01093	0.7539	0.7970
01095	0.9625	0.9781
01097	0.9727	0.9651
01099	0.5003	0.5008
01101	0.9733	0.9696
01103	0.9726	0.9778
01105	0.6034	0.5404
01107	0.7517	0.7689
01109	0.8074	0.8435
01111	0.8409	0.8313
01113	0.9152	0.8575
01115	0.8933	0.9131
01117	0.9846	0.9839
01119	0.6919	0.6889
01121	0.9206	0.9112
01123	0.9292	0.9373
01125	0.9242	0.9192
01127	0.8283	0.8383
01129	0.7374	0.6822
01131	0.5676	0.5703
01133	0.6323	0.6885
02013	0.0000	0.0000
02016	0.0000	0.0000
02020	0.9944	0.9933
02050	0.0000	0.3915
02060	0.0000	0.0000
02068	0.8235	0.9087
02070	0.0000	0.1618
02090	0.8379	0.8468
02100	0.7307	0.7205
02105	0.1425	0.1434
02110	0.9765	0.9741
02122	0.6920	0.6718
02130	0.9748	0.9741
02150	0.8315	0.7927
02164	0.0000	0.0488
02170	0.8408	0.8390
02180	0.0000	0.0000
02185	0.0000	0.0000
02188	0.0000	0.0000
02195	0.6419	0.6324
02198	0.4095	0.4030
02220	0.9409	0.9462
02230	0.9435	0.9414
02240	0.3811	0.4468
02261	0.7874	0.7677
02270	0.0000	0.0000
02275	0.7441	0.8208
02282	0.0000	0.0000
02290	0.1284	0.1690
04001	0.2400	0.3455
04003	0.9790	0.9804
04005	0.6478	0.6404
04007	0.6284	0.6689
04009	0.9369	0.9238
04011	0.9594	0.9521
04012	0.5480	0.5508
04013	0.9957	0.9934
04015	0.9127	0.9379
04017	0.5957	0.6293
04019	0.9941	0.9928
04021	0.9430	0.9174
04023	0.8271	0.8736
04025	0.9053	0.9049
04027	0.8576	0.9698
05001	0.9240	0.9212
05003	0.7957	0.7791
05005	0.9438	0.9429
05007	0.9641	0.9649
05009	0.9456	0.9456
05011	0.5604	0.8285
05013	0.0799	0.6267
05015	0.7926	0.8044
05017	0.8000	0.7892
05019	0.7929	0.7723
05021	0.9153	0.9161
05023	0.8716	0.8702
05025	0.6149	0.6453
05027	0.8320	0.8052
05029	0.7366	0.7486
05031	0.9741	0.9565
05033	0.9017	0.9110
05035	0.8692	0.8762
05037	0.7390	0.7576
05039	0.7307	0.7115
05041	0.8872	0.8602
05043	0.6390	0.6427
05045	0.9592	0.9678
05047	0.8546	0.8563
05049	0.8932	0.8891
05051	0.9507	0.9484
05053	0.7915	0.7882
05055	0.7677	0.7693
05057	0.7644	0.7980
05059	0.5445	0.7793
05061	0.5950	0.7456
05063	0.7873	0.7888
05065	0.8715	0.8687
05067	0.8294	0.7976
05069	0.8304	0.8358
05071	0.8090	0.7973
05073	0.3904	0.8157
05075	0.7923	0.7660
05077	0.6088	0.6076
05079	0.7839	0.7741
05081	0.6186	0.8222
05083	0.8637	0.8712
05085	0.9862	0.9871
05087	0.6685	0.6784
05089	0.8318	0.8284
05091	0.9609	0.9319
05093	0.9098	0.9128
05095	0.7763	0.7252
05097	0.7484	0.7332
05099	0.7310	0.7327
05101	0.7251	0.7564
05103	0.7206	0.7679
05105	0.7027	0.6817
05107	0.8692	0.8291
05109	0.8650	0.8621
05111	0.8472	0.8377
05113	0.7924	0.8200
05115	0.9523	0.9523
05117	0.8926	0.8936
05119	0.9860	0.9872
05121	0.8589	0.8426
05123	0.6611	0.6710
05125	0.9132	0.8672
05127	0.7149	0.6672
05129	0.7100	0.7182
05131	0.9859	0.9862
05133	0.8515	0.8935
05135	0.8634	0.8684
05137	0.8198	0.8353
05139	0.9064	0.9036
05141	0.6981	0.6983
05143	0.9642	0.9738
05145	0.9346	0.9339
05147	0.8811	0.8831
05149	0.6260	0.5423
06001	0.9988	0.9995
06003	0.5421	0.8571
06005	0.9146	0.8767
06007	0.9903	0.9884
06009	0.8763	0.8490
06011	0.9386	0.9349
06013	0.9996	0.9998
06015	0.8891	0.9113
06017	0.9010	0.8815
06019	0.9925	0.9865
06021	0.9696	0.9636
06023	0.7935	0.8957
06025	0.8754	0.9421
06027	0.4546	0.4704
06029	0.9263	0.9420
06031	0.9384	0.9470
06033	0.9913	0.9923
06035	0.7937	0.7716
06037	0.9979	0.9983
06039	0.9891	0.9902
06041	0.9792	0.9864
06043	0.7622	0.7981
06045	0.7007	0.8003
06047	0.9991	0.9989
06049	0.4121	0.2182
06051	0.6103	0.6306
06053	0.8941	0.9104
06055	0.9985	0.9991
06057	0.7756	0.9417
06059	0.9997	0.9993
06061	0.9478	0.9560
06063	0.8535	0.8499
06065	0.9798	0.9834
06067	0.9999	0.9999
06069	0.8957	0.9355
06071	0.9626	0.9626
06073	0.9790	0.9866
06075	1.0000	1.0000
06077	1.0000	1.0000
06079	0.9031	0.9188
06081	0.9973	0.9963
06083	0.9675	0.9786
06085	0.9995	0.9993
06087	0.9995	0.9935
06089	0.9939	0.9934
06091	0.8904	0.9013
06093	0.9598	0.8968
06095	1.0000	1.0000
06097	0.9775	0.9845
06099	0.9996	0.9996
06101	1.0000	1.0000
06103	0.9734	0.9778
06105	0.4953	0.4285
06107	0.9827	0.9814
06109	0.7035	0.6558
06111	0.9921	0.9924
06113	0.9991	0.9991
06115	0.9979	0.9978
08001	0.9981	0.9991
08003	0.9962	0.9963
08005	0.9996	0.9999
08007	0.8435	0.9119
08009	0.9431	0.9261
08011	0.9940	0.9856
08013	0.9901	0.9960
08014	1.0000	1.0000
08015	0.6671	0.6864
08017	0.9009	0.8504
08019	0.8732	0.8992
08021	0.9228	0.9207
08023	0.9943	0.9782
08025	0.9807	0.9693
08027	0.5074	0.6793
08029	0.9543	0.9952
08031	1.0000	1.0000
08033	0.7373	0.7160
08035	0.9965	0.9978
08037	0.7527	0.9337
08039	0.7572	0.9071
08041	0.9728	0.9942
08043	0.8765	0.9221
08045	0.9411	0.9931
08047	0.8941	1.0000
08049	0.7555	0.9715
08051	0.6544	0.7000
08053	0.6818	0.7884
08055	0.6658	0.6920
08057	0.0067	0.0072
08059	0.9962	0.9972
08061	0.8855	0.8471
08063	0.7553	0.7725
08065	0.8069	0.8036
08067	0.7824	0.9146
08069	0.9712	0.9850
08071	0.6410	0.7263
08073	0.9182	0.9119
08075	0.9388	0.9805
08077	0.9683	0.9764
08079	0.4868	0.5290
08081	0.8509	0.8638
08083	0.7154	0.7051
08085	0.9320	0.9273
08087	0.8957	0.9421
08089	0.9966	0.9923
08091	0.7680	0.9497
08093	0.5714	0.8280
08095	0.8480	0.9981
08097	0.8484	0.9523
08099	0.9913	0.9926
08101	0.8315	0.9823
08103	0.6932	0.7638
08105	0.7863	0.7751
08107	0.9077	0.9358
08109	0.8308	0.8463
08111	0.6212	0.8048
08113	0.4584	0.5375
08115	0.7154	0.8761
08117	0.9447	0.9872
08119	0.7696	0.9979
08121	0.6335	0.6033
08123	0.9826	0.9923
08125	0.6634	0.6796
09001	0.9993	0.9993
09003	0.9978	0.9978
09005	0.9881	0.9871
09007	0.9856	0.9873
09009	0.9971	0.9977
09011	0.9891	0.9891
09013	0.9954	0.9968
09015	0.9969	0.9965
10001	0.9643	0.9656
10003	0.9972	0.9967
10005	0.9576	0.9592
11001	0.9877	0.9878
12001	0.9667	0.8681
12003	0.9675	0.6432
12005	0.9870	0.9832
12007	0.9187	0.8027
12009	0.9986	0.9979
12011	0.9841	0.9988
12013	0.8047	0.4751
12015	0.9804	0.9853
12017	0.9804	0.9807
12019	0.9393	0.9373
12021	0.9798	0.9873
12023	0.9448	0.8074
12027	0.9524	0.9829
12029	0.7347	0.6555
12031	0.9505	0.9899
12033	0.9801	0.9792
12035	0.9908	0.9905
12037	0.9202	0.9068
12039	0.9548	0.8545
12041	0.9796	0.6191
12043	0.8754	0.9015
12045	0.9701	0.9017
12047	0.8888	0.3631
12049	0.9064	0.9363
12051	0.8939	0.9407
12053	0.9890	0.9903
12055	0.9828	0.9891
12057	0.9940	0.9968
12059	0.6652	0.6127
12061	0.9980	0.9979
12063	0.8170	0.8137
12065	0.8276	0.8590
12067	0.7720	0.0804
12069	0.9730	0.9836
12071	0.9884	0.9902
12073	0.9865	0.9919
12075	0.9232	0.9139
12077	0.7147	0.4511
12079	0.8094	0.8361
12081	0.9842	0.9829
12083	0.9713	0.9268
12085	0.9791	0.9927
12086	0.9507	0.9873
12087	0.9546	0.9439
12089	0.9406	0.8194
12091	0.9786	0.9797
12093	0.9822	0.9905
12095	0.9999	1.0000
12097	0.9983	1.0000
12099	0.9916	0.9996
12101	0.9938	0.9952
12103	0.9987	0.9999
12105	0.9837	0.9862
12107	0.8817	0.7483
12109	0.9518	0.9253
12111	0.9849	0.9834
12113	0.9624	0.9568
12115	0.9734	0.9745
12117	1.0000	1.0000
12119	0.9798	0.9916
12121	0.9647	0.3458
12123	0.9216	0.7359
12125	0.9018	0.2081
12127	0.9866	0.9869
12129	0.9562	0.9636
12131	0.9431	0.9394
12133	0.6732	0.4910
13001	0.7588	0.6782
13003	0.9629	0.9574
13005	0.9685	0.9611
13007	0.1270	0.0762
13009	0.9933	0.9938
13011	0.9767	0.9706
13013	0.9960	0.9969
13015	0.9958	0.9983
13017	0.9683	0.9717
13019	0.9233	0.9264
13021	0.9981	0.8968
13023	0.8357	0.7880
13025	0.9988	0.9933
13027	0.9255	0.9210
13029	0.9695	0.9762
13031	0.9829	0.9854
13033	0.8938	0.8791
13035	0.9809	0.9624
13037	0.7816	0.7050
13039	0.9929	0.9850
13043	0.9899	0.9923
13045	0.9912	0.9741
13047	0.9838	0.9791
13049	0.8356	0.4969
13051	0.9673	0.9656
13053	0.9779	0.9751
13055	0.9867	0.9880
13057	0.9983	0.9993
13059	0.9995	0.9987
13061	0.6808	0.6751
13063	1.0000	0.9997
13065	0.8539	0.8345
13067	0.9991	0.9990
13069	0.9564	0.9562
13071	0.9853	0.9877
13073	0.9970	0.9939
13075	0.9513	0.9168
13077	0.9949	0.9936
13079	0.9907	0.9930
13081	0.9180	0.9063
13083	0.8825	0.8965
13085	0.9911	0.9919
13087	0.9592	0.7778
13089	1.0000	1.0000
13091	0.9082	0.8253
13093	0.9497	0.9518
13095	0.9864	0.9792
13097	0.9970	0.9951
13099	0.8779	0.7804
13101	0.9056	0.3775
13103	0.9681	0.9699
13105	0.9029	0.8160
13107	0.8900	0.7326
13109	0.8445	0.5948
13111	0.9916	0.9952
13113	0.9973	0.9933
13115	0.9829	0.9869
13117	0.9993	1.0000
13119	0.9449	0.8312
13121	0.9953	0.9952
13123	0.9883	0.9893
13125	0.7498	0.6045
13127	0.9935	0.9471
13129	0.9996	1.0000
13131	0.9845	0.9736
13133	0.9734	0.9006
13135	0.9998	0.9981
13137	0.9896	0.9918
13139	0.9970	0.9943
13141	0.5174	0.3648
13143	0.9310	0.8507
13145	0.9657	0.9577
13147	0.9873	0.9416
13149	0.8330	0.7661
13151	0.9997	0.9992
13153	0.9984	0.9810
13155	0.8662	0.8574
13157	0.9900	0.9908
13159	0.8048	0.7161
13161	0.7372	0.7018
13163	0.8182	0.7708
13165	0.7586	0.7186
13167	0.6581	0.6448
13169	0.9902	0.9719
13171	0.9806	0.8802
13173	0.8544	0.8137
13175	0.9583	0.9051
13177	0.9601	0.9369
13179	0.9909	0.9751
13181	0.8481	0.8413
13183	0.7255	0.7164
13185	0.9895	0.9467
13187	0.9734	0.9770
13189	0.9691	0.9608
13191	0.9760	0.9618
13193	0.9472	0.9504
13195	0.9899	0.9743
13197	0.9565	0.9579
13199	0.8088	0.7865
13201	0.8343	0.4028
13205	0.7858	0.7221
13207	0.9136	0.5646
13209	0.8761	0.8290
13211	0.8337	0.6329
13213	0.9990	0.9994
13215	0.9985	0.9985
13217	0.9977	0.9926
13219	0.9891	0.9550
13221	0.9694	0.9667
13223	0.9904	0.9921
13225	0.9829	0.9347
13227	0.9980	0.9999
13229	0.9495	0.8339
13231	0.9259	0.7827
13233	0.9873	0.9796
13235	0.9476	0.9535
13237	0.9160	0.9170
13239	0.4049	0.2980
13241	0.9727	0.9688
13243	0.7649	0.7739
13245	0.9973	0.9965
13247	0.9995	0.9996
13249	0.8480	0.8532
13251	0.9921	0.9958
13253	0.9837	0.9650
13255	0.9975	0.9971
13257	0.9414	0.9451
13259	0.6517	0.6019
13261	0.9298	0.8831
13263	0.9670	0.9698
13265	0.4639	0.4734
13267	0.8283	0.8326
13269	0.9978	1.0000
13271	0.6606	0.6362
13273	0.9695	0.9671
13275	0.9812	0.9622
13277	0.9759	0.9533
13279	0.9027	0.4702
13281	0.6679	0.7023
13283	0.9974	0.9990
13285	0.9651	0.9695
13287	0.9510	0.9572
13289	0.8019	0.8037
13291	0.9725	0.9763
13293	0.9961	0.9944
13295	0.9724	0.9811
13297	0.9876	0.9832
13299	0.9407	0.8997
13301	0.7918	0.7415
13303	0.7160	0.7033
13305	0.9623	0.9378
13307	0.7100	0.6910
13309	0.6900	0.6807
13311	0.9820	0.9849
13313	0.9990	0.9996
13315	0.7255	0.7201
13317	0.7241	0.7203
13319	0.9379	0.9449
13321	0.8188	0.7664
15001	0.8572	0.8582
15003	0.9992	0.9984
15005	0.9052	0.9035
15007	0.9868	0.9797
15009	0.9724	0.9692
16001	0.9978	0.9985
16003	0.4592	0.4105
16005	0.9181	0.9188
16007	0.8269	0.8170
16009	0.5072	0.6549
16011	0.7342	0.7572
16013	0.8553	0.8964
16015	0.3381	0.3173
16017	0.8512	0.8622
16019	0.9211	0.9388
16021	0.7486	0.7818
16023	0.8829	0.8749
16025	0.0000	0.6320
16027	0.9945	0.9993
16029	0.7603	0.7558
16031	0.9191	0.9748
16033	0.0000	0.0000
16035	0.6931	0.7147
16037	0.9166	0.9238
16039	0.8106	0.8190
16041	0.8070	0.8007
16043	0.4287	0.3673
16045	0.9690	0.9760
16047	0.6287	0.9942
16049	0.7507	0.7106
16051	0.5719	0.6316
16053	0.6966	0.9967
16055	0.9598	0.9602
16057	0.9277	0.9168
16059	0.6963	0.7062
16061	0.9847	0.9839
16063	0.5324	0.9791
16065	0.7466	0.8073
16067	0.9953	0.9999
16069	0.9242	0.9269
16071	0.9114	0.9157
16073	0.7139	0.7705
16075	0.9149	0.9847
16077	0.7717	0.7821
16079	0.8439	0.8536
16081	0.8321	0.8427
16083	0.8725	0.9893
16085	0.5142	0.5023
16087	0.7352	0.9084
17001	0.9499	0.9634
17003	0.1685	0.1212
17005	0.8905	0.9606
17007	0.9975	0.9981
17009	0.8405	0.8286
17011	0.9585	0.9794
17013	0.4665	0.5110
17015	0.9756	0.9795
17017	0.9843	0.9822
17019	0.9949	0.9984
17021	0.9797	0.9860
17023	0.8654	0.8507
17025	0.7951	0.8717
17027	0.9424	0.9791
17029	0.9867	0.9900
17031	1.0000	1.0000
17033	0.8289	0.8789
17035	0.7558	0.8685
17037	0.9987	0.9988
17039	0.9706	0.9547
17041	0.9523	0.9644
17043	1.0000	1.0000
17045	0.8424	0.9023
17047	0.7934	0.8498
17049	0.9511	0.9661
17051	0.7757	0.8767
17053	0.9838	0.9951
17055	0.9391	0.9922
17057	0.8448	0.9362
17059	0.6647	0.7380
17061	0.7783	0.8178
17063	0.9881	0.9917
17065	0.9977	0.9961
17067	0.9064	0.9156
17069	0.8000	1.0000
17071	0.5138	0.4958
17073	0.9789	0.9892
17075	0.8837	0.9704
17077	0.8722	0.9646
17079	0.7126	0.7633
17081	0.9403	0.9604
17083	0.8601	0.9082
17085	0.9271	0.9175
17087	0.5920	0.6932
17089	0.9996	0.9997
17091	0.9517	0.9829
17093	0.9980	0.9975
17095	0.9801	0.9883
17097	0.9992	0.9991
17099	0.9779	0.9865
17101	0.8772	0.9065
17103	0.9924	0.9938
17105	0.9856	0.9970
17107	0.7678	0.8885
17109	0.9764	0.9826
17111	0.9987	0.9995
17113	0.9936	0.9952
17115	0.9736	0.9867
17117	0.8810	0.9229
17119	0.9949	0.9973
17121	0.8769	0.9811
17123	0.9133	0.9477
17125	0.8870	0.9255
17127	0.4104	0.9467
17129	0.8638	0.8647
17131	0.9208	0.9206
17133	0.9924	0.9945
17135	0.8999	0.9523
17137	0.9557	0.9734
17139	0.9811	0.9974
17141	0.9511	0.9677
17143	0.9762	0.9886
17145	0.8376	0.8776
17147	0.9895	0.9903
17149	0.6357	0.7313
17151	0.3470	0.7808
17153	0.4104	0.5452
17155	0.7135	0.7965
17157	0.9573	0.9697
17159	0.9087	0.9532
17161	0.9824	0.9937
17163	0.9915	0.9940
17165	0.7371	0.8402
17167	0.9731	0.9808
17169	0.7842	0.7627
17171	0.7621	0.9211
17173	0.8909	0.9094
17175	0.9040	0.9424
17177	0.9643	0.9761
17179	0.9483	0.9744
17181	0.5243	0.6321
17183	0.9463	0.9702
17185	0.6454	0.8315
17187	0.8549	0.8761
17189	0.9463	0.9515
17191	0.7574	0.8775
17193	0.6645	0.7418
17195	0.9774	0.9856
17197	0.9967	0.9986
17199	0.8991	0.9549
17201	0.9989	0.9984
17203	0.9239	0.9553
18001	1.0000	1.0000
18003	1.0000	1.0000
18005	0.9683	0.9652
18007	0.9726	0.9739
18009	0.8551	0.8752
18011	0.9968	0.9973
18013	0.6172	0.6061
18015	0.9945	0.9877
18017	0.9983	0.9986
18019	0.9677	0.9937
18021	0.9262	0.9594
18023	0.9984	0.9983
18025	0.7085	0.7893
18027	0.7964	0.8418
18029	0.9543	0.8873
18031	0.9732	0.6861
18033	1.0000	1.0000
18035	0.9801	0.9848
18037	0.9656	0.9757
18039	1.0000	1.0000
18041	0.7696	0.8652
18043	0.9632	0.9936
18045	1.0000	1.0000
18047	0.8181	0.4044
18049	0.9833	0.9957
18051	0.8542	0.9076
18053	0.9904	0.9907
18055	0.6241	0.6713
18057	0.9979	0.9984
18059	0.9973	0.9976
18061	0.8789	0.9103
18063	0.9937	0.9972
18065	0.9570	0.9856
18067	0.9921	0.9931
18069	0.9928	0.9939
18071	0.9637	0.9678
18073	0.9815	0.9809
18075	0.9468	0.9461
18077	0.9551	0.9585
18079	0.9968	0.9970
18081	0.9971	0.9977
18083	0.8888	0.9067
18085	0.9907	0.9980
18087	0.9995	0.9997
18089	0.9988	0.9984
18091	0.9972	0.9974
18093	0.9046	0.8896
18095	0.9966	0.9964
18097	0.9999	0.9999
18099	1.0000	1.0000
18101	0.8003	0.8306
18103	0.9451	0.9600
18105	0.9381	0.9456
18107	0.9184	0.9124
18109	0.8961	0.9410
18111	0.9938	0.9930
18113	1.0000	1.0000
18115	0.8681	0.8870
18117	0.7422	0.7848
18119	0.3752	0.6486
18121	0.7399	0.6771
18123	0.6741	0.9917
18125	0.4572	0.5670
18127	0.9957	0.9955
18129	0.8024	0.8052
18131	0.9694	0.9724
18133	0.7730	0.8178
18135	0.9388	0.9418
18137	0.9624	0.7020
18139	0.7544	0.7747
18141	0.9964	0.9965
18143	0.9857	0.9894
18145	0.9436	0.9517
18147	0.8141	0.9241
18149	0.9985	0.9982
18151	1.0000	1.0000
18153	0.8922	0.9039
18155	0.7300	0.7576
18157	0.9972	0.9976
18159	0.9725	0.9730
18161	0.4667	0.5678
18163	0.9886	0.9946
18165	0.7788	0.7168
18167	0.9974	0.9976
18169	0.9250	0.9067
18171	0.9881	0.9859
18173	0.9117	0.9444
18175	0.6627	0.9396
18177	0.8194	0.9278
18179	0.9950	0.9946
18181	0.9960	0.9959
18183	0.9979	0.9993
19001	0.7947	0.8016
19003	0.7877	0.7958
19005	0.8410	0.8452
19007	0.8990	0.8934
19009	0.7843	0.8694
19011	0.7300	0.7283
19013	0.9861	0.9876
19015	0.9788	0.9786
19017	0.9569	0.9570
19019	0.9624	0.9657
19021	0.9289	0.9330
19023	0.7299	0.7296
19025	0.9820	0.9835
19027	0.9657	0.9682
19029	0.7369	0.9123
19031	0.9739	0.9786
19033	0.9657	0.9684
19035	0.9061	0.9062
